0.,9.99999999425687
0.625,32.23264052584336
1.25,44.63132871378383
1.875,51.27161780745854
2.5,54.8242895533308
3.125,56.724146087731654
3.75,57.74535750592012
4.375,58.289076926052566
5.,58.58023044058582
5.625,58.73888797685558
6.25,58.824214555472494
6.875,58.86617358336642
7.5,58.88973623667003
8.125,58.90203814795809
8.75,58.908238476520005
9.375,58.91112778297206
10.,58.91245195796963
10.625,58.913368265095265
11.25,58.91377860921231
11.875,58.9139139607822
12.5,58.91400447113836
13.125,58.91412747684011
13.75,58.91416849612043
14.375,58.91420571391757
15.,58.914252404233466
15.625,58.91427393578434
16.25,58.9142793057639
16.875,58.91427751136585
17.5,58.914277549783954
18.125,58.91428733227314
18.75,58.91429685511094
19.375,58.91430211091754
20.,58.9143041586087
20.625,58.91430405710047
21.25,58.91430286530864
21.875,58.91430164214928
22.5,58.9143014465381
23.125,58.914303150594826
23.75,58.91430469226227
24.375,58.91430537192739
25.,58.91430540350673
25.625,58.91430500091647
26.25,58.91430437807312
26.875,58.91430374889302
27.5,58.91430332729267
28.125,58.91430330270885
28.75,58.91430344750947
29.375,58.914303639540826
30.,58.9143038670821
30.625,58.914304118412396
31.25,58.914304381810766
31.875,58.91430464555634
32.5,58.91430489792827
33.125,58.91430512381706
33.75,58.91430526828413
34.375,58.914305331179676
35.,58.91430533274665
35.625,58.91430529322808
36.25,58.9143052328669
36.875,58.914305171906044
37.5,58.91430513058855
38.125,58.91430512687013
38.75,58.91430513962778
39.375,58.9143051573445
40.,58.91430517878963
40.625,58.91430520273255
41.25,58.914305227942485
41.875,58.91430525318893
42.5,58.914305277241176
43.125,58.9143052985632
43.75,58.91430531210591
44.375,58.91430531792649
45.,58.91430531794122
45.625,58.91430531406657
46.25,58.914305308218836
46.875,58.9143053023143
47.5,58.91430529826929
48.125,58.91430529791726
48.75,58.91430530087812
49.375,58.914305305337834
50.,58.9143053096286
